hmccode,year,cnamehabmen,comp_50_1234,cim_ratio,area,population_habermenaldo,percent_muslim_menaldo,persian_gulf,openk,kc,kg,assassinations,strikes,govtcrises,purges,riots,revolutions,antigovtdemonst,sparty,military,bdm_w,icrg_qog,fullregime_dummy,pcrdbofgdp,monarch_2,region_world_2_2010_b,log_area,yearorth1,yearorth2,yearorth3,logarithmic_growth_imp,log_Reserves_interpolate,agricultural_transition_1950thou,log_population,PCI,TFI,ef,agric_trans_weighbylandqual,assassinations_binary,guerillawarfare_binary,riots_binary,strikes_binary,govtcrises_binary,revolutions_binary,antigovtdemonst_binary,purges_binary,log_conflictindex_normalized,monarch_2_simulated
625,2003,Sudan,0,37.5439,2.50E+06,3.50E+07,70,0,41.1305,36.4057,16.6326,0,0,0,0,0,1,0,0,0,,0.277778,0,4.97385,0,3,14.73412,1.1527862,1.2011221,1.0852578,4.9721,-0.5744756,4.95,17.38325,7.072626,-2.688666,0.707975,1,0,1,0,0,0,1,0,0,2.481795,0
625,2004,Sudan,0,37.0742,2.50E+06,3.60E+07,70,0,48.0512,61.4937,10.1209,0,0,0,0,0,2,0,0,0,,0.277778,0,6.36754,0,3,14.73412,1.1705205,1.2590418,1.19621,3.6078,-0.5744756,4.95,17.40306,7.108704,-2.098505,0.707975,1,0,1,0,0,0,1,0,0,3.174901,0
625,2005,Sudan,0,41.0091,2.50E+06,3.70E+07,70,0,45.4338,49.7961,13.3223,0,0,0,0,1,2,0,0,0,,0.277778,0,8.70606,0,3,14.73412,1.1882548,1.3176479,1.3105403,6.4712,-0.5744756,4.95,17.42372,7.173416,-2.05608,0.707975,1,0,1,1,0,0,1,0,0,3.223613,0
625,2006,Sudan,0,41.1134,2.50E+06,3.80E+07,70,0,44.8725,49.2354,13.3576,0,0,0,0,0,1,0,0,0,,0.277778,0,11.1448,0,3,14.73412,1.2059891,1.3769404,1.4282862,9.0278,-0.5744756,4.95,17.44537,7.263693,-1.932228,0.707975,1,0,1,0,0,0,1,0,0,2.481795,0
625,2007,Sudan,0,,2.50E+06,,70,0,46.1203,53.5137,12.2655,0,0,0,0,0,0,0,,,,0.277778,0,,0,3,14.73412,1.2237234,1.4369193,1.5494852,,,4.95,,,,0.707975,1,0,0,0,0,0,0,0,0,-6.907755,0
625,2008,Sudan,0,,2.50E+06,,70,0,,,,0,0,0,0,0,1,0,,,,0.277778,0,,0,3,14.73412,1.2414577,1.4975847,1.6741749,,,4.95,,,,0.707975,1,0,1,0,0,0,1,0,0,2.481795,0
625,2009,Sudan,0,,2.50E+06,,70,0,,,,,,,,,,,,,,,,,0,3,14.73412,1.259192,1.5589366,1.8023928,,,4.95,,,,0.707975,1,,,,,,,,,,0
630,1950,Iran,0.179722,,1.70E+06,1.70E+07,99,1,,,,1,0,1,1,0,0,0,,,0.25,,0,,1,3,14.37235,0.21286849,-0.88633095,-0.94629412,-2.66213,2.564949,9.45,16.64359,7.672683,-1.542344,0.6688,1.016984,1,1,0,0,1,0,0,1,2.539909,1
630,1951,Iran,0.179722,,1.70E+06,1.70E+07,99,1,,,,5,1,4,1,7,0,3,,,0.25,,0,,1,3,14.37235,0.23060279,-0.86479236,-0.96064751,-2.7111,2.639057,9.45,16.66783,7.645573,-2.310341,0.6688,1.016984,1,0,1,1,1,0,1,1,3.069545,1
630,1952,Iran,0.179722,,1.70E+06,1.80E+07,99,1,,,,0,0,1,2,8,1,4,,,0.25,,0,,1,3,14.37235,0.24833709,-0.84256734,-0.97361289,-2.7036,2.70805,9.45,16.69184,7.618537,-4.925264,0.6688,1.016984,0,1,1,0,1,1,1,1,3.270207,1
630,1953,Iran,0.179722,,1.70E+06,1.80E+07,99,1,,,,1,0,4,2,13,3,3,0,0,0.25,,0,,1,3,14.37235,0.26607138,-0.81965588,-0.98515269,-2.5717,2.70805,9.45,16.71589,7.59282,-4.694946,0.6688,1.016984,1,1,1,0,1,1,1,1,3.916816,1
630,1954,Iran,0.179722,,1.70E+06,1.90E+07,99,1,,,,1,0,0,3,4,0,0,0,0,0.25,,0,,1,3,14.37235,0.28380568,-0.79605798,-0.99522938,-2.6778,2.70805,9.45,16.74012,7.566042,-3.974039,0.6688,1.016984,1,0,1,0,0,0,0,1,2.180503,1
630,1955,Iran,0.179722,,1.70E+06,1.90E+07,99,1,59.0475,52.4145,9.55266,1,0,0,0,0,0,0,0,0,0.25,,0,,1,3,14.37235,0.30153998,-0.77177365,-1.0038054,-2.7088,2.70805,9.45,16.76468,7.538955,-2.33454,0.6688,1.016984,1,0,0,0,0,0,0,0,0.1783623,1
630,1956,Iran,0.179722,,1.70E+06,2.00E+07,99,1,73.2551,47.22,8.63997,0,0,0,1,0,0,0,0,0,0.25,,0,,1,3,14.37235,0.31927427,-0.74680288,-1.0108432,5.7916,3.295837,9.45,16.78961,7.596871,-1.889496,0.6688,1.016984,0,0,0,0,0,0,0,1,-0.0429724,1
630,1957,Iran,0.179722,,1.70E+06,2.00E+07,99,1,78.1962,40.961,7.40928,0,0,0,0,1,0,0,0,0,0.25,,0,,1,3,14.37235,0.33700857,-0.72114568,-1.0163053,10.2995,3.401197,9.45,16.81494,7.699866,-1.678262,0.6688,1.016984,0,0,1,0,0,0,0,0,0.1783623,1
630,1958,Iran,0.179722,,1.70E+06,2.10E+07,99,1,87.6128,39.2954,7.14536,0,0,0,1,0,0,0,0,0,0.25,,0,,1,3,14.37235,0.35474287,-0.69480204,-1.020154,8.2035,3.465736,9.45,16.84061,7.781901,-1.505161,0.6688,1.016984,0,0,0,0,0,0,0,1,-0.0429724,1
630,1959,Iran,0.179722,,1.70E+06,2.10E+07,99,1,83.4878,35.8297,6.41654,0,0,1,1,0,0,0,0,0,0.25,,0,,1,3,14.37235,0.37247716,-0.66777197,-1.0223519,5.3596,3.496508,9.45,16.86668,7.835497,-1.404315,0.6688,1.016984,0,0,0,0,1,0,0,1,0.6496527,1
630,1960,Iran,0.179722,20.7199,1.70E+06,2.20E+07,99,1,80.9479,32.2819,6.20864,0,0,1,1,1,0,1,0,0,0.25,,0,,1,3,14.37235,0.39021146,-0.64005547,-1.0228614,6.3567,3.555348,9.45,16.89301,7.899064,-1.42491,0.6688,1.016984,0,0,1,0,1,0,1,1,1.277484,1
630,1961,Iran,0.179722,28.2375,1.70E+06,2.20E+07,99,1,79.1164,30.6281,5.75096,0,0,1,2,2,0,4,0,0,0.25,,0,,1,3,14.37235,0.40794576,-0.61165252,-1.021645,5.239,3.555348,9.45,16.9196,7.951453,-1.403336,0.6688,1.016984,0,0,1,0,1,0,1,1,1.971025,1
630,1962,Iran,0.179722,30.3022,1.70E+06,2.30E+07,99,1,77.7679,29.0569,5.22259,0,0,0,0,1,0,1,0,0,0.25,,0,15.7478,1,3,14.37235,0.42568005,-0.58256314,-1.018665,-0.9808,3.555348,9.45,16.94652,7.941646,-1.331437,0.6688,1.016984,0,0,1,0,0,0,1,0,0.515053,1
630,1963,Iran,0.179722,32.9172,1.70E+06,2.40E+07,99,1,74.4014,27.7171,5.31271,0,0,1,1,3,1,1,0,0,0.25,,0,18.363,1,3,14.37235,0.44341435,-0.55278733,-1.013884,7.5223,3.610918,9.45,16.97379,8.016869,-1.261972,0.6688,1.016984,0,1,1,0,1,1,1,1,3.123525,1
630,1964,Iran,0.179722,35.0463,1.70E+06,2.40E+07,99,1,80.1452,28.8906,6.24877,0,0,0,0,0,0,0,0,0,0.25,,0,20.0357,1,3,14.37235,0.46114865,-0.52232508,-1.0072644,4.042,3.610918,9.45,17.00157,8.057289,-1.163723,0.6688,1.016984,0,0,0,0,0,0,0,0,-6.907755,1
630,1965,Iran,0.179722,35.15,1.70E+06,2.50E+07,99,1,79.0027,26.3334,6.93721,1,0,0,0,0,0,0,0,0,0.25,,0,20.9184,1,3,14.37235,0.47888295,-0.4911764,-0.9987687,8.604,3.637586,9.45,17.02982,8.14333,-1.102594,0.6688,1.016984,1,0,0,0,0,0,0,0,0.1783623,1
630,1966,Iran,0.179722,36.8885,1.70E+06,2.60E+07,99,1,81.8383,26.8845,7.29953,0,0,0,0,3,0,1,0,0,0.25,,0,22.5898,1,3,14.37235,0.49661724,-0.45934128,-0.98835929,6.5638,3.688879,9.45,17.05865,8.208968,-1.048042,0.6688,1.016984,0,0,1,0,0,0,1,0,1.402677,1
630,1967,Iran,0.179722,37.7458,1.70E+06,2.60E+07,99,1,84.0794,25.1196,7.41884,0,0,0,0,0,0,0,0,0,0.25,,0,23.6605,1,3,14.37235,0.51435154,-0.42681973,-0.97599864,7.7389,3.788725,9.45,17.08797,8.286357,-0.8993659,0.6688,1.016984,0,0,0,0,0,0,0,0,-6.907755,1
630,1968,Iran,0.179722,41.5142,1.70E+06,2.70E+07,99,1,86.5384,25.0736,7.67789,0,0,0,0,0,0,0,0,0,0.25,,0,24.938,1,3,14.37235,0.53208584,-0.39361174,-0.96164922,11.1251,3.779634,9.45,17.11751,8.397608,-0.8796895,0.6688,1.016984,0,0,0,0,0,0,0,0,-6.907755,1
630,1969,Iran,0.179722,47.118,1.70E+06,2.80E+07,99,1,87.7906,23.885,8.11982,0,0,0,0,0,0,2,0,0,0.25,,0,26.2689,1,3,14.37235,0.54982013,-0.35971731,-0.94527346,9.3257,3.988984,9.45,17.14693,8.490865,-0.7809721,0.6688,1.016984,0,0,0,0,0,0,1,0,-0.0429724,1
630,1970,Iran,0.179722,48.6022,1.70E+06,2.90E+07,99,1,86.1775,23.4427,8.16559,1,0,0,0,0,0,0,0,0,0.25,,0,28.4713,1,3,14.37235,0.56755443,-0.32513645,-0.92683383,7.214,4.007333,9.45,17.17606,8.563004,-0.7260468,0.6688,1.016984,1,0,0,0,0,0,0,0,0.1783623,1
630,1971,Iran,0.179722,49.958,1.70E+06,3.00E+07,99,1,88.6713,23.7584,9.22913,1,0,0,1,0,0,0,0,0,0.25,,0,26.7974,1,3,14.37235,0.58528873,-0.28986916,-0.90629277,8.8576,4.248495,9.45,17.20497,8.651581,-0.4130937,0.6688,1.016984,1,0,0,0,0,0,0,1,0.7664889,1
630,1972,Iran,0.179722,48.8192,1.70E+06,3.10E+07,99,1,87.6329,21.971,9.97517,0,0,0,0,0,0,0,0,0,0.25,,0,26.8616,1,3,14.37235,0.60302302,-0.25391543,-0.88361274,12.2566,4.016383,9.45,17.23389,8.774147,-0.2860424,0.6688,1.016984,0,0,0,0,0,0,0,0,-6.907755,1
630,1973,Iran,0.179722,49.0323,1.70E+06,3.10E+07,99,1,95.7515,23.5866,10.135,1,0,0,0,0,0,0,0,0,0.25,,0,24.0826,1,3,14.37235,0.62075732,-0.21727526,-0.8587562,5.4258,4.174387,9.45,17.26295,8.828405,0.0720655,0.6688,1.016984,1,0,0,0,0,0,0,0,0.1783623,1
630,1974,Iran,0.179722,51.0422,1.70E+06,3.20E+07,99,1,107.573,28.7061,15.8271,0,0,0,0,0,0,0,0,0,0.25,,0,18.6426,1,3,14.37235,0.63849162,-0.17994866,-0.83168558,5.6187,4.094345,9.45,17.2924,8.884592,1.211699,0.6688,1.016984,0,0,0,0,0,0,0,0,-6.907755,1
630,1975,Iran,0.179722,56.3531,1.70E+06,3.30E+07,99,1,126.679,39.683,20.4294,0,0,0,0,1,0,2,0,0,0.25,,0,25.7238,1,3,14.37235,0.65622591,-0.14193563,-0.80236335,1.7978,4.189655,9.45,17.32239,8.90257,0.9780663,0.6688,1.016984,0,1,1,0,0,0,1,0,1.936853,1
630,1976,Iran,0.179722,55.7809,1.70E+06,3.40E+07,99,1,112.705,34.0429,19.2534,3,0,0,0,0,0,0,0,0,0.25,,0,27.6024,1,3,14.37235,0.67396021,-0.10323615,-0.77075196,12.8832,4.166665,9.45,17.35261,9.031402,1.090434,0.6688,1.016984,1,1,0,0,0,0,0,0,2.124928,1
630,1977,Iran,0.179722,56.8464,1.70E+06,3.50E+07,99,1,125.419,39.5264,20.5639,0,0,0,0,1,0,1,0,0,0.25,,0,32.2929,1,3,14.37235,0.69169451,-0.06385025,-0.73681386,-4.4194,4.143135,9.45,17.38321,8.987207,1.046884,0.6688,1.016984,0,0,1,0,0,0,1,0,0.515053,1
630,1978,Iran,0.179722,54.1383,1.70E+06,3.70E+07,99,1,95.4098,43.0294,22.3279,2,4,4,1,16,0,14,0,0,0.25,,0,,1,3,14.37235,0.7094288,-0.02377791,-0.7005115,-15.8493,4.127134,9.45,17.4152,8.828714,0.8674415,0.6688,1.016984,1,0,1,1,1,0,1,1,3.606668,1
630,1979,Iran,0.179722,46.9955,1.70E+06,3.80E+07,99,1,80.1644,48.1429,22.6895,4,0,0,1,6,3,14,0,0,0.25,,0,,1,3,14.37235,0.7271631,0.01698087,-0.66180733,-12.5984,4.077538,9.45,17.4498,8.70273,0.9899757,0.6688,1.016984,1,1,1,0,0,1,1,1,3.926295,1
630,1980,Iran,0.179722,43.8966,1.70E+06,3.90E+07,99,1,77.0474,66.5553,29.8796,0,0,0,1,2,1,4,1,0,0.25,,0,43.6206,0,3,14.37235,0.7448974,0.05842608,-0.62066382,-19.2493,4.060443,9.45,17.4875,8.510237,0.2615445,0.6688,1.016984,0,1,1,0,0,1,1,1,2.846413,1
630,1981,Iran,0.179722,43.6945,1.70E+06,4.10E+07,99,1,73.4122,69.7026,30.2004,11,0,1,0,0,1,7,1,0,0.25,,0,42.4665,0,3,14.37235,0.76263169,0.10055773,-0.5770434,-7.3323,4.051785,9.45,17.52818,8.436913,0.003298,0.6688,1.016984,1,1,0,0,1,1,1,0,3.381842,1
630,1982,Iran,0.179722,44.032,1.70E+06,4.30E+07,99,1,67.4426,58.5635,23.3917,1,0,0,0,0,0,0,1,0,0.5,,0,33.7444,0,3,14.37235,0.78036599,0.14337581,-0.53090854,10.4641,4.043051,9.45,17.57086,8.541554,0.2171105,0.6688,1.016984,1,1,0,0,0,0,0,0,1.788412,1
630,1983,Iran,0.179722,43.8358,1.70E+06,4.50E+07,99,1,81.6207,61.0441,21.7605,0,0,0,0,0,0,0,1,0,0.5,,0,30.6688,0,3,14.37235,0.79810029,0.18688033,-0.48222168,8.4045,4.012918,9.45,17.61403,8.625599,0.2513879,0.6688,1.016984,0,1,0,0,0,0,0,0,1.56563,1
630,1984,Iran,0.179722,,1.70E+06,4.70E+07,99,1,59.4752,63.6482,20.3814,0,0,0,0,0,0,0,1,0,0.5,0.342593,0,31.6967,0,3,14.37235,0.81583458,0.23107129,-0.43094527,-2.2366,3.931826,9.45,17.65591,8.603233,0.0131366,0.6688,1.016984,0,0,0,0,0,0,0,0,-6.907755,1
630,1985,Iran,0.179722,,1.70E+06,4.80E+07,99,1,55.0969,65.3499,21.5182,1,0,0,0,0,0,0,1,0,0.5,0.361111,0,31.5401,0,3,14.37235,0.83356888,0.27594867,-0.37704178,-1.4298,3.881564,9.45,17.69538,8.588936,-0.0319411,0.6688,1.016984,1,0,0,0,0,0,0,0,0.1783623,1
630,1986,Iran,0.179722,44.0617,1.70E+06,5.00E+07,99,1,52.1642,64.3785,18.8998,0,0,0,0,0,0,0,1,0,0.5,0.361111,0,,0,3,14.37235,0.85130318,0.3215125,-0.32047365,-13.5643,3.868614,9.45,17.73234,8.453293,-0.8981355,0.6688,1.016984,0,0,0,0,0,0,0,0,-6.907755,1
630,1987,Iran,0.179722,44.9826,1.70E+06,5.20E+07,99,1,61.5032,56.9309,16.5752,0,0,0,1,0,0,0,1,0,0.5,0.361111,0,,0,3,14.37235,0.86903747,0.36776276,-0.26120334,-4.6341,3.88773,9.45,17.767,8.406952,-0.5464705,0.6688,1.016984,0,0,0,0,0,0,0,1,-0.0429724,1
630,1988,Iran,0.179722,49.5388,1.70E+06,5.40E+07,99,1,59.7173,56.0645,16.1357,0,0,0,0,0,0,0,1,0,0.5,0.305556,0,,0,3,14.37235,0.88677177,0.41469945,-0.19919329,-8.4499,4.530985,9.45,17.79902,8.322453,-0.8206862,0.6688,1.016984,0,0,0,0,0,0,0,0,-6.907755,1
630,1989,Iran,0.179722,52.3367,1.70E+06,5.50E+07,99,1,66.1885,56.329,15.0751,0,0,0,0,0,0,0,1,0,0.5,0.305556,0,32.6365,0,3,14.37235,0.90450607,0.46232258,-0.13440596,1.0062,4.530985,9.45,17.82801,8.332515,-0.4539029,0.6688,1.016984,0,0,0,0,0,0,0,0,-6.907755,1
630,1990,Iran,0.179722,52.2887,1.70E+06,5.70E+07,99,1,75.7569,51.4898,13.883,0,0,0,0,0,0,0,1,0,0.5,0.305556,0,29.7911,0,3,14.37235,0.92224036,0.51063215,-0.0668038,5.826,4.531093,9.45,17.85387,8.390775,-0.2161562,0.6688,1.016984,0,0,0,0,0,0,0,0,-6.907755,0
630,1991,Iran,0.179722,52.1008,1.70E+06,5.80E+07,99,1,86.951,51.7284,13.634,0,0,0,0,0,0,0,1,0,0.5,0.37037,0,28.4091,0,3,14.37235,0.93997466,0.55962815,0.00365074,6.4054,4.530985,9.45,17.87649,8.454829,-0.3751305,0.6688,1.016984,0,0,0,0,0,0,0,0,-6.907755,1
630,1992,Iran,0.179722,55.7911,1.70E+06,5.90E+07,99,1,79.9054,50.6585,12.783,0,0,0,0,2,0,2,1,0,0.5,0.467593,0,29.5861,0,3,14.37235,0.95770896,0.60931058,0.07699519,3.876,4.531093,9.45,17.89618,8.493589,-0.4295,0.6688,1.016984,0,0,1,0,0,0,1,0,1.209045,1
630,1993,Iran,0.179722,55.8758,1.70E+06,6.00E+07,99,1,71.9869,47.7916,13.8996,0,0,0,0,0,0,0,1,0,0.5,0.615741,0,25.2731,0,3,14.37235,0.97544326,0.65967945,0.15326712,1.8254,4.531093,9.45,17.91371,8.511844,-0.5207639,0.6688,1.016984,0,0,0,0,0,0,0,0,-6.907755,1
630,1994,Iran,0.179722,53.123,1.70E+06,6.10E+07,99,1,59.6454,45.0532,13.0688,1,0,0,0,2,0,0,1,0,0.5,0.708333,0,24.8014,0,3,14.37235,0.99317755,0.71073476,0.23250407,2.2241,4.531093,9.45,17.93007,8.534084,-0.6387321,0.6688,1.016984,1,0,1,0,0,0,0,0,1.277484,1
630,1995,Iran,0.179722,52.2641,1.70E+06,6.20E+07,99,1,53.4512,47.0676,13.4668,0,0,0,0,1,0,0,1,0,0.5,0.75,0,22.5818,0,3,14.37235,1.0109118,0.7624765,0.31474358,2.2547,4.491441,9.45,17.94595,8.556631,-0.614519,0.6688,1.016984,0,0,1,0,0,0,0,0,0.1783623,1
630,1996,Iran,0.179722,51.8685,1.70E+06,6.30E+07,99,1,54.5322,46.1751,12.6532,0,0,0,0,0,0,0,1,0,0.5,0.75,0,19.9976,0,3,14.37235,1.0286461,0.81490468,0.40002321,4.623,4.479607,9.45,17.96161,8.602861,-0.4318734,0.6688,1.016984,0,0,0,0,0,0,0,0,-6.907755,0
630,1997,Iran,0.179722,53.3533,1.70E+06,6.40E+07,99,1,50.414,46.8924,12.1876,0,0,0,0,0,0,1,1,0,0.75,0.715278,0,21.7465,0,3,14.37235,1.0463804,0.86801929,0.48838049,3.9599,4.532599,9.45,17.97694,8.642461,-0.5069417,0.6688,1.016984,0,0,0,0,0,0,1,0,-0.7350762,1
630,1998,Iran,0.179722,52.4647,1.70E+06,6.50E+07,99,1,50.5527,46.8756,11.9059,3,0,0,0,0,0,1,1,0,0.75,0.666667,0,24.7116,0,3,14.37235,1.0641147,0.92182034,0.57985299,0.9735,4.532599,9.45,17.99174,8.652196,-0.8959203,0.6688,1.016984,1,0,0,0,0,0,1,0,1.402677,1
630,1999,Iran,0.179722,52.4606,1.70E+06,6.60E+07,99,1,48.6408,46.226,10.7627,1,0,0,0,0,0,5,1,0,0.75,0.666667,0,24.5347,0,3,14.37235,1.081849,0.97630782,0.67447824,1.2099,4.496471,9.45,18.00574,8.664295,-0.6358294,0.6688,1.016984,1,0,0,0,0,0,1,0,1.277484,1
630,2000,Iran,0.179722,51.5906,1.70E+06,6.70E+07,99,1,48.3502,47.638,11.486,1,0,0,0,0,0,0,1,0,,0.666667,0,24.7491,0,3,14.37235,1.0995833,1.0314817,0.7722938,4.2779,4.496471,9.45,18.01875,8.707074,-0.167849,0.6688,1.016984,1,0,0,0,0,0,0,0,0.1783623,0
630,2001,Iran,0.179722,53.3454,1.70E+06,6.80E+07,99,1,50.1572,49.5749,11.8357,0,0,0,0,1,0,0,1,0,,0.571759,0,28.7031,0,3,14.37235,1.1173176,1.0873421,0.87333721,2.8819,4.496471,9.45,18.03077,8.735893,-0.2972399,0.6688,1.016984,0,0,1,0,0,0,0,0,0.1783623,0
630,2002,Iran,0.179722,53.8226,1.70E+06,6.90E+07,99,1,54.383,52.6218,11.5917,0,0,0,0,0,0,3,1,0,,0.5,0,28.0225,0,3,14.37235,1.1350519,1.1438889,0.97764601,4.1017,4.496471,9.45,18.04205,8.776911,-0.408301,0.6688,1.016984,0,0,0,0,0,0,1,0,0.3621446,0
630,2003,Iran,0.179722,55.9061,1.70E+06,6.90E+07,99,1,59.7156,52.3435,11.1404,0,0,0,0,2,0,4,1,0,,0.5,0,31.4507,0,3,14.37235,1.1527862,1.2011221,1.0852578,-26.1386,4.496471,9.45,18.0529,8.515525,-0.1312252,0.6688,1.016984,0,0,1,0,0,0,1,0,1.460293,0
630,2004,Iran,0.179722,58.7923,1.70E+06,7.00E+07,99,1,61.0889,55.1385,11.0042,0,0,1,0,0,0,0,1,0,,0.5,0,33.3634,0,3,14.37235,1.1705205,1.2590418,1.19621,37.4662,4.834693,9.45,18.06375,8.890187,0.1102161,0.6688,1.016984,0,0,0,0,1,0,0,0,-0.0429724,0
630,2005,Iran,0.179722,58.7803,1.70E+06,7.10E+07,99,1,60.7239,55.4905,10.9556,1,0,0,0,0,0,0,1,0,,0.5,0,36.154,0,3,14.37235,1.1882548,1.3176479,1.3105403,3.6688,4.834693,9.45,18.07487,8.926875,0.3952516,0.6688,1.016984,1,0,0,0,0,0,0,0,0.1783623,0
630,2006,Iran,0.179722,59.8146,1.70E+06,7.20E+07,99,1,60.5062,54.3187,11.0336,0,0,0,0,1,0,2,1,0,,0.5,0,39.8734,0,3,14.37235,1.2059891,1.3769404,1.4282862,4.3396,4.886281,9.45,18.0864,8.970271,0.4714424,0.6688,1.016984,0,0,1,0,0,0,1,0,0.7664889,0
630,2007,Iran,0.179722,,1.70E+06,,99,0,60.7719,54.9826,10.9978,0,0,0,0,0,0,0,,,,0.5,0,44.8739,0,3,14.37235,1.2237234,1.4369193,1.5494852,,,9.45,,,,0.6688,1.016984,0,0,0,0,0,0,0,0,-6.907755,0
630,2008,Iran,0.179722,,1.70E+06,,99,0,,,,0,0,1,0,0,0,0,,,,0.5,0,50.2201,0,3,14.37235,1.2414577,1.4975847,1.6741749,,,9.45,,,,0.6688,1.016984,0,0,0,0,1,0,0,0,-0.0429724,0
630,2009,Iran,0.179722,,1.70E+06,,99,0,,,,,,,,,,,,,,,,,0,3,14.37235,1.259192,1.5589366,1.8023928,,,9.45,,,,0.6688,1.016984,,,,,,,,,,0
640,1950,Turkey,82.6157,,783560,2.10E+07,99.8,0,13.2841,81.8703,10.7722,0,0,0,0,0,0,0,,,0.75,,0,,0,3,13.5716,0.21286849,-0.88633095,-0.94629412,6.628,-4.915325,9.95,16.86581,7.271582,-4.708868,0.298504,9.220258,0,0,0,0,0,0,0,0,-6.907755,0
640,1951,Turkey,82.6157,,783560,2.20E+07,99.8,0,11.2034,85.0243,9.2466,0,0,1,0,0,0,0,,,0.75,,0,,0,3,13.5716,0.23060279,-0.86479236,-0.96064751,9.4854,-4.292796,9.95,16.89141,7.366436,-4.744775,0.298504,9.220258,0,0,0,0,1,0,0,0,-0.0429724,0
640,1952,Turkey,82.6157,,783560,2.20E+07,99.8,0,13.8336,83.5786,9.17468,0,0,0,1,0,0,0,,,0.75,,0,,0,3,13.5716,0.24833709,-0.84256734,-0.97361289,8.7251,-3.912023,9.95,16.91721,7.453687,-4.781309,0.298504,9.220258,0,0,0,0,0,0,0,1,-0.0429724,0
640,1953,Turkey,82.6157,,783560,2.30E+07,99.8,0,12.7611,82.6806,9.39812,0,0,0,0,0,0,0,,,0.75,,0,,0,3,13.5716,0.26607138,-0.81965588,-0.98515269,7.9427,-3.352407,9.95,16.94361,7.533113,-4.629142,0.298504,9.220258,0,0,0,0,0,0,0,0,-6.907755,0
640,1954,Turkey,82.6157,,783560,2.40E+07,99.8,0,10.6969,78.9908,11.4552,0,0,0,0,0,0,0,,,0.75,,0,,0,3,13.5716,0.28380568,-0.79605798,-0.99522938,-5.6261,-2.525729,9.95,16.97097,7.476852,-4.685711,0.298504,9.220258,0,0,0,0,0,0,0,0,-6.907755,0
640,1955,Turkey,82.6157,,783560,2.40E+07,99.8,0,8.22503,78.2735,11.8829,0,0,0,1,1,0,0,,,0.75,,0,,0,3,13.5716,0.30153998,-0.77177365,-1.0038054,4.8963,-2.733368,9.95,16.99957,7.525815,-4.673681,0.298504,9.220258,0,0,1,0,0,0,0,1,0.7664889,0
640,1956,Turkey,82.6157,,783560,2.50E+07,99.8,0,6.87786,78.2405,10.793,0,0,1,0,0,0,0,,,0.75,,0,,0,3,13.5716,0.31927427,-0.74680288,-1.0108432,0.2138,-2.733368,9.95,17.02947,7.527953,-4.541165,0.298504,9.220258,0,0,0,0,1,0,0,0,-0.0429724,0
640,1957,Turkey,82.6157,,783560,2.60E+07,99.8,0,6.53793,80.7553,8.65135,0,0,0,0,2,0,0,,,0.75,,0,,0,3,13.5716,0.33700857,-0.72114568,-1.0163053,4.5102,-2.733368,9.95,17.06087,7.573055,-4.443609,0.298504,9.220258,0,0,1,0,0,0,0,0,0.8726918,0
640,1958,Turkey,82.6157,,783560,2.70E+07,99.8,0,7.95059,77.8774,8.35644,0,0,1,1,0,0,0,,,0.75,,0,,0,3,13.5716,0.35474287,-0.69480204,-1.020154,1.2638,-2.733368,9.95,17.09287,7.585693,-4.478867,0.298504,9.220258,0,0,0,0,1,0,0,1,0.6496527,0
640,1959,Turkey,82.6157,,783560,2.70E+07,99.8,0,9.16867,78.1656,9.61884,0,0,0,0,0,0,0,,,0.75,,0,,0,3,13.5716,0.37247716,-0.66777197,-1.0223519,1.3387,-2.65926,9.95,17.12444,7.59908,-4.536119,0.298504,9.220258,0,0,0,0,0,0,0,0,-6.907755,0
640,1960,Turkey,82.6157,8.17183,783560,2.80E+07,99.8,0,8.81507,78.4555,9.49414,0,0,1,0,4,1,6,0,1,0,,0,,0,3,13.5716,0.39021146,-0.64005547,-1.0228614,-0.193,-2.65926,9.95,17.13002,7.59715,-4.633157,0.298504,9.220258,0,0,1,0,1,1,1,0,2.759407,0
640,1961,Turkey,82.6157,9.95446,783560,2.80E+07,99.8,0,12.3821,77.8471,9.94123,0,0,0,2,0,0,0,0,1,0.75,,1,,0,3,13.5716,0.40794576,-0.61165252,-1.021645,-1.1777,-2.590267,9.95,17.15606,7.585373,-4.69452,0.298504,9.220258,0,0,0,0,0,0,0,1,0.6496527,0
640,1962,Turkey,82.6157,9.69167,783560,2.90E+07,99.8,0,14.5503,80.1214,9.88693,0,0,1,2,1,1,0,,,0.75,,1,,0,3,13.5716,0.42568005,-0.58256314,-1.018665,3.3539,-2.590267,9.95,17.18105,7.618913,-4.62546,0.298504,9.220258,0,0,1,0,1,1,0,1,2.419755,0
640,1963,Turkey,82.6157,11.5073,783560,3.00E+07,99.8,0,11.2406,79.4871,9.71218,0,0,2,2,1,1,2,,,0.75,,1,,0,3,13.5716,0.44341435,-0.55278733,-1.013884,6.6105,-2.302585,9.95,17.20539,7.685018,-4.53765,0.298504,9.220258,0,0,1,0,1,1,1,1,2.576952,0
